"","recorded_by_mdy","typed_by_mdy","session","block","pot_ID","treatment","sample_month","sample_day","sample_year","period","weight_lbs","weight_grams","remarks"
"6515","GX - 08/08/2018","GX - 08/08/2018",9,"B1","FERU-16","WW",8,7,2018,"T1",3.76,1705,NA
"6516","GX - 08/08/2018","GX - 08/08/2018",9,"B1","SEAC-12","WW",8,7,2018,"T1",4.14,1878,NA
"6517","GX - 08/08/2018","GX - 08/08/2018",9,"B1","VAMA-1","WW",8,7,2018,"T1",3.94,1787,NA
"6518","GX - 08/08/2018","GX - 08/08/2018",9,"B1","DEFL-2","WW",8,7,2018,"T1",3.89,1764,NA
"6519","GX - 08/08/2018","GX - 08/08/2018",9,"B1","SEAL-7","WW",8,7,2018,"T1",3.85,1746,NA
"6520","GX - 08/08/2018","GX - 08/08/2018",9,"B1","SITR-11","WW",8,7,2018,"T1",3.88,1760,NA
"6521","GX - 08/08/2018","GX - 08/08/2018",9,"B1","SYNO-14","WW",8,7,2018,"T1",3.6,1633,NA
"6522","GX - 08/08/2018","GX - 08/08/2018",9,"B1","EMNI-1","WW",8,7,2018,"T1",4.41,2000,NA
"6523","GX - 08/08/2018","GX - 08/08/2018",9,"B1","SOBI-11","WW",8,7,2018,"T1",3.54,1606,NA
"6524","GX - 08/08/2018","GX - 08/08/2018",9,"B1","PLMA-5","WW",8,7,2018,"T1",3.71,1683,NA
"6525","GX - 08/08/2018","GX - 08/08/2018",9,"B1","DASP-17","WW",8,7,2018,"T1",3.9,1769,NA
"6526","GX - 08/08/2018","GX - 08/08/2018",9,"B1","SC-9","WW",8,7,2018,"T1",4.11,1864,NA
"6527","GX - 08/07/2018","GX - 08/08/2018",9,"B1","SOBI-20","WW",8,7,2018,"T2",4.4,1996,NA
"6528","GX - 08/07/2018","GX - 08/08/2018",9,"B1","SESE-9","WW",8,7,2018,"T2",4.47,2028,NA
"6529","GX - 08/07/2018","GX - 08/08/2018",9,"B1","DEFL-15","WW",8,7,2018,"T2",4.05,1837,NA
"6530","GX - 08/07/2018","GX - 08/08/2018",9,"B1","VAMA-16","WW",8,7,2018,"T2",3.97,1801,NA
"6531","GX - 08/07/2018","GX - 08/08/2018",9,"B1","FERU-3","WW",8,7,2018,"T2",4.07,1846,NA
"6532","GX - 08/07/2018","GX - 08/08/2018",9,"B1","PLMA-11","WW",8,7,2018,"T2",4.35,1973,NA
"6533","GX - 08/07/2018","GX - 08/08/2018",9,"B1","SEAC-9","WW",8,7,2018,"T2",4.27,1937,NA
"6534","GX - 08/07/2018","GX - 08/08/2018",9,"B1","EMNI-2","WW",8,7,2018,"T2",4.54,2059,NA
"6535","GX - 08/07/2018","GX - 08/08/2018",9,"B1","SC-14","WW",8,7,2018,"T2",4.54,2059,NA
"6536","GX - 08/07/2018","GX - 08/08/2018",9,"B1","SEAL-5","WW",8,7,2018,"T2",4.18,1896,NA
"6537","GX - 08/07/2018","GX - 08/08/2018",9,"B1","DASP-9","WW",8,7,2018,"T2",4.16,1887,NA
"6538","GX - 08/07/2018","GX - 08/08/2018",9,"B1","SITR-4","WW",8,7,2018,"T2",4.34,1969,NA
"6539","GX - 08/07/2018","GX - 08/08/2018",9,"B1","SYNO-13","WW",8,7,2018,"T2",3.97,1801,NA
"6540","GX - 08/07/2018","GX - 08/08/2018",9,"B1","SESE-19","WW",8,7,2018,"T2",4.52,2050,NA
"6541","GX - 08/07/2018","GX - 08/08/2018",9,"B1","FERU-16","WW",8,7,2018,"T2",4.25,1928,NA
"6542","GX - 08/07/2018","GX - 08/08/2018",9,"B1","SEAC-12","WW",8,7,2018,"T2",4.28,1941,NA
"6543","GX - 08/07/2018","GX - 08/08/2018",9,"B1","VAMA-1","WW",8,7,2018,"T2",4.17,1891,NA
"6544","GX - 08/07/2018","GX - 08/08/2018",9,"B1","DEFL-2","WW",8,7,2018,"T2",4.08,1851,NA
"6545","GX - 08/07/2018","GX - 08/08/2018",9,"B1","SEAL-7","WW",8,7,2018,"T2",4.07,1846,NA
"6546","GX - 08/07/2018","GX - 08/08/2018",9,"B1","SITR-11","WW",8,7,2018,"T2",4.1,1860,NA
"6547","GX - 08/07/2018","GX - 08/08/2018",9,"B1","SYNO-14","WW",8,7,2018,"T2",4.36,1978,NA
"6548","GX - 08/07/2018","GX - 08/08/2018",9,"B1","EMNI-1","WW",8,7,2018,"T2",4.64,2105,NA
"6549","GX - 08/07/2018","GX - 08/08/2018",9,"B1","SOBI-11","WW",8,7,2018,"T2",4.12,1869,NA
"6550","GX - 08/07/2018","GX - 08/08/2018",9,"B1","PLMA-5","WW",8,7,2018,"T2",4.13,1873,NA
"6551","GX - 08/07/2018","GX - 08/08/2018",9,"B1","DASP-17","WW",8,7,2018,"T2",4.17,1891,NA
"6552","GX - 08/07/2018","GX - 08/08/2018",9,"B1","SC-9","WW",8,7,2018,"T2",4.4,1996,NA
"6553","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SOBI-15","WW",8,7,2018,"T1",3.72,1687,NA
"6554","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SESE-3","WW",8,7,2018,"T1",4.18,1896,NA
"6555","GX - 08/08/2018","GX - 08/08/2018",9,"B2","DEFL-9","WW",8,7,2018,"T1",3.62,1642,NA
"6556","GX - 08/08/2018","GX - 08/08/2018",9,"B2","VAMA-9","WW",8,7,2018,"T1",4.14,1878,NA
"6557","GX - 08/08/2018","GX - 08/08/2018",9,"B2","FERU-14","WW",8,7,2018,"T1",3.66,1660,NA
"6558","GX - 08/08/2018","GX - 08/08/2018",9,"B2","PLMA-17","WW",8,7,2018,"T1",4.07,1846,NA
"6559","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SEAC-2","WW",8,7,2018,"T1",4.06,1842,NA
"6560","GX - 08/08/2018","GX - 08/08/2018",9,"B2","EMNI-20","WW",8,7,2018,"T1",4.35,1973,NA
"6561","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SC-12","WW",8,7,2018,"T1",4.39,1991,NA
"6562","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SEAL-2","WW",8,7,2018,"T1",4.2,1905,NA
"6563","GX - 08/08/2018","GX - 08/08/2018",9,"B2","DASP-18","WW",8,7,2018,"T1",3.99,1810,NA
"6564","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SITR-18","WW",8,7,2018,"T1",3.45,1565,NA
"6565","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SYNO-16","WW",8,7,2018,"T1",3.34,1515,NA
"6566","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SESE-8","WW",8,7,2018,"T1",4.17,1891,NA
"6567","GX - 08/08/2018","GX - 08/08/2018",9,"B2","FERU-12","WW",8,7,2018,"T1",3.71,1683,NA
"6568","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SEAC-1","WW",8,7,2018,"T1",3.98,1805,NA
"6569","GX - 08/08/2018","GX - 08/08/2018",9,"B2","VAMA-10","WW",8,7,2018,"T1",3.95,1792,NA
"6570","GX - 08/08/2018","GX - 08/08/2018",9,"B2","DEFL-16","WW",8,7,2018,"T1",3.88,1760,NA
"6571","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SEAL-13","WW",8,7,2018,"T1",3.94,1787,NA
"6572","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SITR-6","WW",8,7,2018,"T1",4.09,1855,NA
"6573","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SYNO-2","WW",8,7,2018,"T1",3.74,1696,NA
"6574","GX - 08/08/2018","GX - 08/08/2018",9,"B2","EMNI-7","WW",8,7,2018,"T1",4.37,1982,NA
"6575","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SOBI-2","WW",8,7,2018,"T1",3.46,1569,NA
"6576","GX - 08/08/2018","GX - 08/08/2018",9,"B2","PLMA-1","WW",8,7,2018,"T1",3.76,1705,NA
"6577","GX - 08/08/2018","GX - 08/08/2018",9,"B2","DASP-5","WW",8,7,2018,"T1",4.05,1837,NA
"6578","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SC-19","WW",8,7,2018,"T1",3.92,1778,NA
"6579","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SOBI-15","WW",8,7,2018,"T2",4.16,1887,NA
"6580","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SESE-3","WW",8,7,2018,"T2",4.52,2050,NA
"6581","GX - 08/08/2018","GX - 08/08/2018",9,"B2","DEFL-9","WW",8,7,2018,"T2",3.94,1787,NA
"6582","GX - 08/08/2018","GX - 08/08/2018",9,"B2","VAMA-9","WW",8,7,2018,"T2",4.34,1969,NA
"6583","GX - 08/08/2018","GX - 08/08/2018",9,"B2","FERU-14","WW",8,7,2018,"T2",4.12,1869,NA
"6584","GX - 08/08/2018","GX - 08/08/2018",9,"B2","PLMA-17","WW",8,7,2018,"T2",4.52,2050,NA
"6585","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SEAC-2","WW",8,7,2018,"T2",4.27,1937,NA
"6586","GX - 08/08/2018","GX - 08/08/2018",9,"B2","EMNI-20","WW",8,7,2018,"T2",4.56,2068,NA
"6587","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SC-12","WW",8,7,2018,"T2",4.33,1964,NA
"6588","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SEAL-2","WW",8,7,2018,"T2",4.47,2028,NA
"6589","GX - 08/08/2018","GX - 08/08/2018",9,"B2","DASP-18","WW",8,7,2018,"T2",4.21,1910,NA
"6590","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SITR-18","WW",8,7,2018,"T2",3.68,1669,NA
"6591","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SYNO-16","WW",8,7,2018,"T2",4.06,1842,NA
"6592","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SESE-8","WW",8,7,2018,"T2",4.52,2050,NA
"6593","GX - 08/08/2018","GX - 08/08/2018",9,"B2","FERU-12","WW",8,7,2018,"T2",4.12,1869,NA
"6594","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SEAC-1","WW",8,7,2018,"T2",4.09,1855,NA
"6595","GX - 08/08/2018","GX - 08/08/2018",9,"B2","VAMA-10","WW",8,7,2018,"T2",4.18,1896,NA
"6596","GX - 08/08/2018","GX - 08/08/2018",9,"B2","DEFL-16","WW",8,7,2018,"T2",4.29,1946,NA
"6597","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SEAL-13","WW",8,7,2018,"T2",4.2,1905,NA
"6598","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SITR-6","WW",8,7,2018,"T2",4.29,1946,NA
"6599","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SYNO-2","WW",8,7,2018,"T2",4.37,1982,NA
"6600","GX - 08/08/2018","GX - 08/08/2018",9,"B2","EMNI-7","WW",8,7,2018,"T2",4.59,2082,NA
"6601","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SOBI-2","WW",8,7,2018,"T2",4.22,1914,NA
"6602","GX - 08/08/2018","GX - 08/08/2018",9,"B2","PLMA-1","WW",8,7,2018,"T2",4.23,1919,NA
"6603","GX - 08/08/2018","GX - 08/08/2018",9,"B2","DASP-5","WW",8,7,2018,"T2",4.31,1955,NA
"6604","GX - 08/08/2018","GX - 08/08/2018",9,"B2","SC-19","WW",8,7,2018,"T2",4.23,1919,NA
"6605","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SOBI-14","WW",8,7,2018,"T1",3.85,1746,NA
"6606","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SESE-16","WW",8,7,2018,"T1",3.94,1787,NA
"6607","GX - 08/07/2018","GX - 08/08/2018",9,"B3","DEFL-5","WW",8,7,2018,"T1",3.73,1692,NA
"6608","GX - 08/07/2018","GX - 08/08/2018",9,"B3","VAMA-2","WW",8,7,2018,"T1",3.9,1769,NA
"6609","GX - 08/07/2018","GX - 08/08/2018",9,"B3","FERU-18","WW",8,7,2018,"T1",3.65,1656,NA
"6610","GX - 08/07/2018","GX - 08/08/2018",9,"B3","PLMA-12","WW",8,7,2018,"T1",3.86,1751,NA
"6611","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SEAC-4","WW",8,7,2018,"T1",3.96,1796,NA
"6612","GX - 08/07/2018","GX - 08/08/2018",9,"B3","EMNI-??","WW",8,7,2018,"T1",4.03,1828,NA
"6613","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SC-18","WW",8,7,2018,"T1",3.92,1778,NA
"6614","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SEAL-9","WW",8,7,2018,"T1",4.06,1842,NA
"6615","GX - 08/07/2018","GX - 08/08/2018",9,"B3","DASP-10","WW",8,7,2018,"T1",4.03,1828,NA
"6616","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SITR-13","WW",8,7,2018,"T1",3.65,1656,NA
"6617","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SYNO-7","WW",8,7,2018,"T1",3.44,1560,NA
"6618","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SESE-13","WW",8,7,2018,"T1",4.17,1891,NA
"6619","GX - 08/07/2018","GX - 08/08/2018",9,"B3","FERU-7","WW",8,7,2018,"T1",4.11,1864,NA
"6620","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SEAC-10","WW",8,7,2018,"T1",3.98,1805,NA
"6621","GX - 08/07/2018","GX - 08/08/2018",9,"B3","VAMA-18","WW",8,7,2018,"T1",3.75,1701,NA
"6622","GX - 08/07/2018","GX - 08/08/2018",9,"B3","DEFL-12","WW",8,7,2018,"T1",3.07,1393,NA
"6623","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SEAL-16","WW",8,7,2018,"T1",3.98,1805,NA
"6624","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SITR-8","WW",8,7,2018,"T1",4.08,1851,NA
"6625","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SYNO-1","WW",8,7,2018,"T1",3.66,1660,NA
"6626","GX - 08/07/2018","GX - 08/08/2018",9,"B3","EMNI-11","WW",8,7,2018,"T1",4.32,1960,NA
"6627","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SOBI-16","WW",8,7,2018,"T1",3.82,1733,NA
"6628","GX - 08/07/2018","GX - 08/08/2018",9,"B3","PLMA-4","WW",8,7,2018,"T1",3.56,1615,NA
"6629","GX - 08/07/2018","GX - 08/08/2018",9,"B3","DASP-7","WW",8,7,2018,"T1",3.91,1774,NA
"6630","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SC-10","WW",8,7,2018,"T1",4.12,1869,NA
"6631","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SOBI-14","WW",8,7,2018,"T2",4.47,2028,NA
"6632","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SESE-16","WW",8,7,2018,"T2",4.25,1928,NA
"6633","GX - 08/07/2018","GX - 08/08/2018",9,"B3","DEFL-5","WW",8,7,2018,"T2",4.1,1860,NA
"6634","GX - 08/07/2018","GX - 08/08/2018",9,"B3","VAMA-2","WW",8,7,2018,"T2",4.12,1869,NA
"6635","GX - 08/07/2018","GX - 08/08/2018",9,"B3","FERU-18","WW",8,7,2018,"T2",4.28,1941,NA
"6636","GX - 08/07/2018","GX - 08/08/2018",9,"B3","PLMA-12","WW",8,7,2018,"T2",4.29,1946,NA
"6637","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SEAC-4","WW",8,7,2018,"T2",4.24,1923,NA
"6638","GX - 08/07/2018","GX - 08/08/2018",9,"B3","EMNI-??","WW",8,7,2018,"T2",4.48,2032,NA
"6639","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SC-18","WW",8,7,2018,"T2",4.5,2041,NA
"6640","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SEAL-9","WW",8,7,2018,"T2",4.36,1978,NA
"6641","GX - 08/07/2018","GX - 08/08/2018",9,"B3","DASP-10","WW",8,7,2018,"T2",4.25,1928,NA
"6642","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SITR-13","WW",8,7,2018,"T2",3.91,1774,NA
"6643","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SYNO-7","WW",8,7,2018,"T2",4,1814,NA
"6644","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SESE-13","WW",8,7,2018,"T2",4.5,2041,NA
"6645","GX - 08/07/2018","GX - 08/08/2018",9,"B3","FERU-7","WW",8,7,2018,"T2",4.4,1996,NA
"6646","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SEAC-10","WW",8,7,2018,"T2",4.24,1923,NA
"6647","GX - 08/07/2018","GX - 08/08/2018",9,"B3","VAMA-18","WW",8,7,2018,"T2",4.01,1819,NA
"6648","GX - 08/07/2018","GX - 08/08/2018",9,"B3","DEFL-12","WW",8,7,2018,"T2",4.06,1842,NA
"6649","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SEAL-16","WW",8,7,2018,"T2",4.25,1928,NA
"6650","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SITR-8","WW",8,7,2018,"T2",4.35,1973,NA
"6651","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SYNO-1","WW",8,7,2018,"T2",4.4,1996,NA
"6652","GX - 08/07/2018","GX - 08/08/2018",9,"B3","EMNI-11","WW",8,7,2018,"T2",4.57,2073,NA
"6653","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SOBI-16","WW",8,7,2018,"T2",4.47,2028,NA
"6654","GX - 08/07/2018","GX - 08/08/2018",9,"B3","PLMA-4","WW",8,7,2018,"T2",4.12,1869,NA
"6655","GX - 08/07/2018","GX - 08/08/2018",9,"B3","DASP-7","WW",8,7,2018,"T2",4.17,1891,NA
"6656","GX - 08/07/2018","GX - 08/08/2018",9,"B3","SC-10","WW",8,7,2018,"T2",4.43,2009,NA
"6657","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SOBI-3","WW",8,7,2018,"T1",3.76,1705,NA
"6658","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SESE-15","WW",8,7,2018,"T1",4.37,1982,NA
"6659","GX - 08/07/2018","GX - 08/07/2018",9,"B4","DEFL-19","WW",8,7,2018,"T1",3.68,1669,NA
"6660","GX - 08/07/2018","GX - 08/07/2018",9,"B4","VAMA-14","WW",8,7,2018,"T1",4.07,1846,NA
"6661","GX - 08/07/2018","GX - 08/07/2018",9,"B4","FERU-20","WW",8,7,2018,"T1",3.98,1805,NA
"6662","GX - 08/07/2018","GX - 08/07/2018",9,"B4","PLMA-3","WW",8,7,2018,"T1",3.7,1678,NA
"6663","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SEAC-8","WW",8,7,2018,"T1",4.11,1864,NA
"6664","GX - 08/07/2018","GX - 08/07/2018",9,"B4","EMNI-10","WW",8,7,2018,"T1",4.2,1905,NA
"6665","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SC-17","WW",8,7,2018,"T1",3.98,1805,NA
"6666","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SEAL-11","WW",8,7,2018,"T1",3.95,1792,NA
"6667","GX - 08/07/2018","GX - 08/07/2018",9,"B4","DASP-16","WW",8,7,2018,"T1",4,1814,NA
"6668","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SITR-10","WW",8,7,2018,"T1",3.98,1805,NA
"6669","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SYNO-18","WW",8,7,2018,"T1",3.39,1538,NA
"6670","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SESE-2","WW",8,7,2018,"T1",4.05,1837,NA
"6671","GX - 08/07/2018","GX - 08/07/2018",9,"B4","FERU-2","WW",8,7,2018,"T1",3.63,1647,NA
"6672","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SEAC-14","WW",8,7,2018,"T1",4.02,1823,NA
"6673","GX - 08/07/2018","GX - 08/07/2018",9,"B4","VAMA-13","WW",8,7,2018,"T1",3.86,1751,NA
"6674","GX - 08/07/2018","GX - 08/07/2018",9,"B4","DEFL-11","WW",8,7,2018,"T1",3.71,1683,NA
"6675","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SEAL-10","WW",8,7,2018,"T1",3.13,1420,NA
"6676","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SITR-17","WW",8,7,2018,"T1",3.38,1533,NA
"6677","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SYNO-15","WW",8,7,2018,"T1",3.56,1615,NA
"6678","GX - 08/07/2018","GX - 08/07/2018",9,"B4","EMNI-19","WW",8,7,2018,"T1",4.41,2000,NA
"6679","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SOBI-6","WW",8,7,2018,"T1",3.42,1551,NA
"6680","GX - 08/07/2018","GX - 08/07/2018",9,"B4","PLMA-9","WW",8,7,2018,"T1",3.79,1719,NA
"6681","GX - 08/07/2018","GX - 08/07/2018",9,"B4","DASP-4","WW",8,7,2018,"T1",3.92,1778,NA
"6682","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SC-5","WW",8,7,2018,"T1",4.21,1910,NA
"6683","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SOBI-3","WW",8,7,2018,"T2",4.38,1987,NA
"6684","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SESE-15","WW",8,7,2018,"T2",4.62,2096,NA
"6685","GX - 08/07/2018","GX - 08/07/2018",9,"B4","DEFL-19","WW",8,7,2018,"T2",3.99,1810,NA
"6686","GX - 08/07/2018","GX - 08/07/2018",9,"B4","VAMA-14","WW",8,7,2018,"T2",4.28,1941,NA
"6687","GX - 08/07/2018","GX - 08/07/2018",9,"B4","FERU-20","WW",8,7,2018,"T2",4.37,1982,NA
"6688","GX - 08/07/2018","GX - 08/07/2018",9,"B4","PLMA-3","WW",8,7,2018,"T2",4.19,1901,NA
"6689","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SEAC-8","WW",8,7,2018,"T2",4.22,1914,NA
"6690","GX - 08/07/2018","GX - 08/07/2018",9,"B4","EMNI-10","WW",8,7,2018,"T2",4.61,2091,NA
"6691","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SC-17","WW",8,7,2018,"T2",4.71,2136,NA
"6692","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SEAL-11","WW",8,7,2018,"T2",4.23,1919,NA
"6693","GX - 08/07/2018","GX - 08/07/2018",9,"B4","DASP-16","WW",8,7,2018,"T2",4.23,1919,NA
"6694","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SITR-10","WW",8,7,2018,"T2",4.23,1919,NA
"6695","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SYNO-18","WW",8,7,2018,"T2",4.12,1869,NA
"6696","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SESE-2","WW",8,7,2018,"T2",4.36,1978,NA
"6697","GX - 08/07/2018","GX - 08/07/2018",9,"B4","FERU-2","WW",8,7,2018,"T2",4.22,1914,NA
"6698","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SEAC-14","WW",8,7,2018,"T2",4.23,1919,NA
"6699","GX - 08/07/2018","GX - 08/07/2018",9,"B4","VAMA-13","WW",8,7,2018,"T2",4.06,1842,NA
"6700","GX - 08/07/2018","GX - 08/07/2018",9,"B4","DEFL-11","WW",8,7,2018,"T2",4,1814,NA
"6701","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SEAL-10","WW",8,7,2018,"T2",4.01,1819,NA
"6702","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SITR-17","WW",8,7,2018,"T2",3.97,1801,NA
"6703","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SYNO-15","WW",8,7,2018,"T2",4.33,1964,NA
"6704","GX - 08/07/2018","GX - 08/07/2018",9,"B4","EMNI-19","WW",8,7,2018,"T2",4.69,2127,NA
"6705","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SOBI-6","WW",8,7,2018,"T2",4.06,1842,NA
"6706","GX - 08/07/2018","GX - 08/07/2018",9,"B4","PLMA-9","WW",8,7,2018,"T2",4.21,1910,NA
"6707","GX - 08/07/2018","GX - 08/07/2018",9,"B4","DASP-4","WW",8,7,2018,"T2",4.19,1901,NA
"6708","GX - 08/07/2018","GX - 08/07/2018",9,"B4","SC-5","WW",8,7,2018,"T2",4.46,2023,NA
"6709","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SOBI-1","WW",8,7,2018,"T1",3.72,1687,NA
"6710","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SESE-4","WW",8,7,2018,"T1",4.17,1891,NA
"6711","GX - 08/07/2018","GX - 08/08/2018",9,"B5","DEFL-3","WW",8,7,2018,"T1",3.84,1742,NA
"6712","GX - 08/07/2018","GX - 08/08/2018",9,"B5","VAMA-11","WW",8,7,2018,"T1",3.76,1705,NA
"6713","GX - 08/07/2018","GX - 08/08/2018",9,"B5","FERU-17","WW",8,7,2018,"T1",3.5,1588,NA
"6714","GX - 08/07/2018","GX - 08/08/2018",9,"B5","PLMA-8","WW",8,7,2018,"T1",3.7,1678,NA
"6715","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SEAC-20","WW",8,7,2018,"T1",4.08,1851,NA
"6716","GX - 08/07/2018","GX - 08/08/2018",9,"B5","EMNI-4","WW",8,7,2018,"T1",4.29,1946,NA
"6717","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SC-6","WW",8,7,2018,"T1",4.08,1851,NA
"6718","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SEAL-15","WW",8,7,2018,"T1",3.93,1783,NA
"6719","GX - 08/07/2018","GX - 08/08/2018",9,"B5","DASP-13","WW",8,7,2018,"T1",4,1814,NA
"6720","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SITR-19","WW",8,7,2018,"T1",3.97,1801,NA
"6721","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SYNO-8","WW",8,7,2018,"T1",3.66,1660,NA
"6722","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SESE-14","WW",8,7,2018,"T1",4.03,1828,NA
"6723","GX - 08/07/2018","GX - 08/08/2018",9,"B5","FERU-11","WW",8,7,2018,"T1",3.66,1660,NA
"6724","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SEAC-5","WW",8,7,2018,"T1",3.83,1737,NA
"6725","GX - 08/07/2018","GX - 08/08/2018",9,"B5","VAMA-15","WW",8,7,2018,"T1",3.7,1678,NA
"6726","GX - 08/07/2018","GX - 08/08/2018",9,"B5","DEFL-17","WW",8,7,2018,"T1",3.68,1669,NA
"6727","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SEAL-6","WW",8,7,2018,"T1",3.94,1787,NA
"6728","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SITR-1","WW",8,7,2018,"T1",3.87,1755,NA
"6729","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SYNO-4","WW",8,7,2018,"T1",3.79,1719,NA
"6730","GX - 08/07/2018","GX - 08/08/2018",9,"B5","EMNI-6","WW",8,7,2018,"T1",4.3,1950,NA
"6731","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SOBI-18","WW",8,7,2018,"T1",3.71,1683,NA
"6732","GX - 08/07/2018","GX - 08/08/2018",9,"B5","PLMA-20","WW",8,7,2018,"T1",4.05,1837,NA
"6733","GX - 08/07/2018","GX - 08/08/2018",9,"B5","DASP-11","WW",8,7,2018,"T1",3.71,1683,NA
"6734","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SC-4","WW",8,7,2018,"T1",4.25,1928,NA
"6735","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SOBI-1","WW",8,7,2018,"T2",4.32,1960,NA
"6736","GX - 08/07/2018","GX - 08/08/2018",9,"B5","SESE-4","WW",8,7,2018,"T2",4.47,2028,NA
